scenario_idx,K,theta_1,theta_2,tau2_val,rho_b,rho_w,delta_sim,p1,select_type,delta_est,N_Successful,N_Attempts,Failure_Rate,Avg_Redraws,Bias_Full,MSE_Full,Coverage_Full,CI_Width_Full,Bias_Naive_Biv,MSE_Naive_Biv,Coverage_Naive_Biv,CI_Width_Naive_Biv,Bias_Adj_Uni,MSE_Adj_Uni,Coverage_Adj_Uni,CI_Width_Adj_Uni,Bias_Adj_Biv,MSE_Adj_Biv,Coverage_Adj_Biv,CI_Width_Adj_Biv,Fail_Rate_Biv
68,12,0.4,0.4,0.06,0.4,0.4,1,0.2,zscore,1,1900,2098,0.09437559580552908,0,-0.0062823132423087125,0.0075493808872573,0.9636842105263158,0.3574292996422551,0.06863273878782089,0.013045166399443297,0.9242105263157895,0.402340154654504,-0.007360071711029481,0.010014053209283143,0.8842105263157894,0.33231429491166814,-0.024221780677959492,0.01091641298987557,0.9210526315789473,0.3717057617702995,0
69,25,0.4,0.4,0.06,0.4,0.4,1,0.2,zscore,1,1900,1913,0.006795608991113434,0,0.0027311423294597015,0.003855431246033898,0.9594736842105264,0.247487377639645,0.0694234149057813,0.008741217586863173,0.8557894736842105,0.27415582786830683,0.011265378785053515,0.004675358081259699,0.8863157894736842,0.22728654856336028,-0.0014065998823448167,0.004627555728506822,0.9331578947368421,0.2521138288598218,0
70,6,0.4,0.4,0.36,0.4,0.4,1,0.2,zscore,1,1900,2545,0.25343811394891946,0.19157894736842104,-0.005362390788939797,0.042289685068374154,0.9831578947368421,1.0120595356849562,0.2161782584015618,0.09885146288145466,0.9373684210526316,1.1610231407043792,-0.020617765850649727,0.06124523539799328,0.858421052631579,0.8120981355669676,-0.1182565090872923,0.07749177403342003,0.93,1.0314959644246904,0
71,12,0.4,0.4,0.36,0.4,0.4,1,0.2,zscore,1,1900,1983,0.041855774079677256,0,-0.006735488501431686,0.0331565475586642,0.9478947368421052,0.7156007778405065,0.20818711836794224,0.07238355051999935,0.8773684210526316,0.8233926243328721,0.02608971086334444,0.03538618349976387,0.8494736842105263,0.5702750343831193,-0.04578986074147873,0.04272057006726176,0.9163157894736842,0.720596645761224,0
72,25,0.4,0.4,0.36,0.4,0.4,1,0.2,zscore,1,1900,1903,0.0015764582238570678,0,-7.027031745210355e-6,0.01556938626598343,0.958421052631579,0.49576270188899546,0.21461589250639423,0.05959312080472853,0.7231578947368421,0.5649348518613673,0.07956747787454743,0.020778769088696327,0.8278947368421052,0.39831921630691447,0.024173320677199184,0.016774494544393635,0.9447368421052632,0.49670545175030867,0
73,6,0.4,0.4,0,0.4,0.4,0,0.2,effect,0,1900,2671,0.288655934107076,0.15421052631578946,-0.001214358029699436,0.006562138955423287,0.9557894736842105,0.31692100376567983,-0.0010017391617193616,0.008807866177122623,0.9510526315789474,0.3635154984118029,-0.0011060115086948263,0.008844136112823952,0.9557894736842105,0.40197822585198406,-6.466894976374093e-4,0.008486953954872433,0.9478947368421052,0.35137953466430305,0
74,12,0.4,0.4,0,0.4,0.4,0,0.2,effect,0,1900,2027,0.06265416872224963,0,7.434247299418217e-4,0.0031629317751477137,0.9521052631578948,0.22397069776095824,2.922350442091659e-4,0.004168631879357772,0.9489473684210527,0.2551250788209725,9.507021193078113e-5,0.004198944270925561,0.9557894736842105,0.27252987394577505,4.8366385592280015e-4,0.003942176752687939,0.9505263157894737,0.24698128883793055,0
75,25,0.4,0.4,0,0.4,0.4,0,0.2,effect,0,1900,1911,0.0057561486132914706,0,-7.839435729784516e-4,0.0014236828897353552,0.9573684210526315,0.15508314359208858,-2.555633949962721e-4,0.0018563466690077659,0.9573684210526315,0.17426863304057222,-2.351133753418222e-4,0.00185876139752746,0.9631578947368421,0.18278094034604883,-7.041738245658902e-4,0.0017995735537819062,0.9521052631578948,0.16946229922797856,0
76,6,0.4,0.4,0.02,0.4,0.4,0,0.2,effect,0,1900,2681,0.29130921298023127,0.15894736842105264,-2.4076676433354427e-4,0.009876327780832011,0.9505263157894737,0.39045205461057164,-0.002396098696679949,0.013029158034063031,0.9515789473684211,0.4472914923880122,-0.0023486324013927695,0.013035219206482481,0.9278947368421052,0.45017983621534896,-0.002577064385212491,0.012609460361512798,0.9463157894736842,0.43252097511969084,0
77,12,0.4,0.4,0.02,0.4,0.4,0,0.2,effect,0,1900,2044,0.07045009784735812,0,0.0014560815183982112,0.005224477374627437,0.9426315789473684,0.27581175388548446,0.002449004009257405,0.006841985511375433,0.9363157894736842,0.31324498893094327,0.0023054220308989515,0.006852589856639574,0.9210526315789473,0.3099918572986015,0.001765942683673527,0.0065633061177570225,0.9368421052631579,0.30351071660383905,0
78,25,0.4,0.4,0.02,0.4,0.4,0,0.2,effect,0,1900,1907,0.0036706869428421605,0,0.0015209975770922868,0.002451820410703092,0.9521052631578948,0.19116586657363557,0.0022073563612335922,0.0031694280581116493,0.9473684210526315,0.2146675111752407,0.002199010077239605,0.0031910712139447002,0.9221052631578948,0.21194020499971064,0.0021601329564276406,0.003021117587224727,0.9468421052631579,0.2088032754801245,0
79,6,0.4,0.4,0.06,0.4,0.4,0,0.2,effect,0,1900,2725,0.30275229357798167,0.15105263157894736,0.0028940800902385044,0.016291260347333546,0.9568421052631579,0.5052385895371446,0.0029132838154880547,0.0221546066352438,0.9489473684210527,0.5778364947492681,0.002957377408291828,0.02221956790095589,0.8873684210526316,0.5511241532411708,0.0029229630202477486,0.021091881006145407,0.9505263157894737,0.5594503619876536,0
80,12,0.4,0.4,0.06,0.4,0.4,0,0.2,effect,0,1900,2027,0.06265416872224963,0,-4.3033896169669683e-4,0.008573509805439167,0.9447368421052632,0.35728741210036025,2.1183729609974833e-4,0.010833797032175522,0.9457894736842105,0.4050017431202126,2.580467066258252e-4,0.010852539985056028,0.91,0.3884705263117558,-1.0994239178258036e-4,0.010512710981848384,0.9436842105263158,0.3925466929907764,0
81,25,0.4,0.4,0.06,0.4,0.4,0,0.2,effect,0,1900,1908,0.0041928721174004195,0,-6.733848848056168e-4,0.004083158345281143,0.9452631578947368,0.24752637789365078,-3.005788820709676e-4,0.005157586414250118,0.9389473684210526,0.2783316585656802,-2.7023576273860206e-4,0.005161272798648408,0.9231578947368421,0.2705590177504542,-5.044260109498544e-4,0.005009677615178072,0.9352631578947368,0.27056407908314234,0
82,6,0.4,0.4,0.36,0.4,0.4,0,0.2,effect,0,1900,2651,0.2832893247831007,0.14789473684210527,-0.013802706307772195,0.06729254691446278,0.9463157894736842,1.0120153822475546,-0.012741014370006354,0.08658159709548462,0.9526315789473684,1.1600530739780706,-0.01247630831489066,0.08669768215332199,0.8736842105263158,1.0644257700201458,-0.01368632272391801,0.0847619232800562,0.9421052631578948,1.1214743541562535,0
83,12,0.4,0.4,0.36,0.4,0.4,0,0.2,effect,0,1900,2043,0.06999510523739598,0,0.003641250232643667,0.03349544311035051,0.9463157894736842,0.7156086785042652,0.007104814926398695,0.04309202651950376,0.9473684210526315,0.8122696381767219,0.007094123171283606,0.04305965658222138,0.9157894736842105,0.7755745147925424,0.0066939707487848055,0.041807407000199436,0.9421052631578948,0.7868411701724578,0
84,25,0.4,0.4,0.36,0.4,0.4,0,0.2,effect,0,1900,1910,0.005235602094240838,0,-0.003488550242518873,0.016443049052048526,0.9515789473684211,0.4957415194274357,-0.005748789425133183,0.021087867228751844,0.9489473684210527,0.5570009474311691,-0.005602499863549049,0.021123551833080154,0.9252631578947368,0.5433716848201663,-0.005740615560684115,0.020471345447008106,0.9452631578947368,0.5415062796187112,0
85,6,0.4,0.4,0,0.4,0.4,0.2,0.2,effect,0.2,1900,2693,0.29446713702190863,0.15105263157894736,-0.002998501266743281,0.006607518777738232,0.95,0.3171992960500425,-0.001149675123013727,0.008483788231952227,0.9557894736842105,0.3638669711375792,-0.004161904196126942,0.00854369504645374,0.9626315789473684,0.39858310735373503,-0.0032744888519496973,0.008294188675614354,0.9494736842105264,0.35169975625086813,0
86,12,0.4,0.4,0,0.4,0.4,0.2,0.2,effect,0.2,1900,2045,0.07090464547677261,0,0.002225071751274621,0.003446181939106613,0.9436842105263158,0.2241180442311586,0.003684059806656703,0.004460753776602839,0.9473684210526315,0.25412694844280725,0.0012835517406124541,0.004448149776603634,0.9526315789473684,0.27214456979538715,0.0014754052710315158,0.004279926650839453,0.9436842105263158,0.24632438520161848,0
87,25,0.4,0.4,0,0.4,0.4,0.2,0.2,effect,0.2,1900,1902,0.0010515247108307045,0,0.0010243263953544912,0.0015858290825146325,0.9521052631578948,0.15509472564880322,0.0019487597817109958,0.002021344433220635,0.9484210526315789,0.17391494148052924,-3.8584467885682816e-5,0.002026390082265316,0.9542105263157895,0.1812300836094535,2.151849139258588e-4,0.0019191273105502817,0.9478947368421052,0.16919116939706783,0
88,6,0.4,0.4,0.02,0.4,0.4,0.2,0.2,effect,0.2,1900,2641,0.2805755395683453,0.1568421052631579,-0.003743699445617976,0.009945230884385904,0.95,0.39032328158125845,-9.551762404965136e-4,0.013503855515029457,0.9478947368421052,0.44851101828319895,-0.004641765108032991,0.013619408771821263,0.9247368421052632,0.44802050479995176,-0.004335393497080786,0.01296652898996779,0.9452631578947368,0.4334323402427544,0
89,12,0.4,0.4,0.02,0.4,0.4,0.2,0.2,effect,0.2,1900,2032,0.06496062992125984,5.263157894736842e-4,8.637959651566773e-4,0.004962467473270086,0.9489473684210527,0.27586802718399644,0.0031674735951013333,0.006498125583170379,0.9452631578947368,0.3135829712208305,-1.6371031709372375e-5,0.006529806269626311,0.9357894736842105,0.3111527184046523,2.7717563958590263e-4,0.006268099431799842,0.9442105263157895,0.3036538868038921,0
90,25,0.4,0.4,0.02,0.4,0.4,0.2,0.2,effect,0.2,1900,1908,0.0041928721174004195,0,-8.966233319145367e-4,0.0025404087529764738,0.9405263157894737,0.191179999961794,0.001395226528673521,0.0030725801073057495,0.9405263157894737,0.21446860525449493,-0.0013591239595908688,0.003086323912713137,0.9257894736842105,0.21149096783641064,-0.0012841373147269852,0.002992967871870914,0.9447368421052632,0.20863961636240477,0
91,6,0.4,0.4,0.06,0.4,0.4,0.2,0.2,effect,0.2,1900,2703,0.2970773214946356,0.15947368421052632,-8.04497379447433e-6,0.016457093635325767,0.9457894736842105,0.5051825048360732,0.004996444044759685,0.02215886962597228,0.9478947368421052,0.5781101383409837,-7.331766787349592e-4,0.022081133104485662,0.8947368421052632,0.5441124063173514,-0.0012381681334104888,0.02111096866959031,0.9468421052631579,0.5593026549456175,0
92,12,0.4,0.4,0.06,0.4,0.4,0.2,0.2,effect,0.2,1900,2045,0.07090464547677261,0,0.0034131930315494663,0.008081540054414955,0.95,0.35723664047543513,0.007335679442603771,0.010670697162642991,0.9494736842105264,0.40505065094127907,0.0024743340349838716,0.010653380482109084,0.9126315789473685,0.38742399847592257,0.0029079558142620643,0.010271700182741279,0.9463157894736842,0.3923428027697356,0
93,25,0.4,0.4,0.06,0.4,0.4,0.2,0.2,effect,0.2,1900,1911,0.0057561486132914706,0,-6.598057914697364e-4,0.003984106798349211,0.9505263157894737,0.24749468607193562,0.0032300586612294957,0.005013968097566217,0.9489473684210527,0.27864853317451244,-0.0015116244140899737,0.005019594235420035,0.9242105263157895,0.27121103369251187,-0.0010169383648275798,0.004918109849987216,0.9447368421052632,0.2708390071373007,0
94,6,0.4,0.4,0.36,0.4,0.4,0.2,0.2,effect,0.2,1900,2701,0.29655683080340617,0.15894736842105264,-0.005257889975906482,0.06927277843848667,0.9415789473684211,1.0120011220353027,0.01360643025234859,0.09007518953944232,0.9478947368421052,1.158768334131208,-0.008380496537528703,0.09036836296177082,0.8742105263157894,1.0770430791528884,-0.0050398618914689886,0.08898584579354488,0.9378947368421052,1.1201957010886505,0
95,12,0.4,0.4,0.36,0.4,0.4,0.2,0.2,effect,0.2,1900,2021,0.05987135081642751,0,-0.0024631585048855986,0.03121656234799068,0.9636842105263158,0.7156058474458691,0.016502550078003997,0.04242420648470397,0.958421052631579,0.8136510060502422,-0.0035558772064223088,0.04257510586206136,0.9194736842105263,0.7714942292970044,-0.003961641662630078,0.0408938864357474,0.9457894736842105,0.7877327371910664,0
96,25,0.4,0.4,0.36,0.4,0.4,0.2,0.2,effect,0.2,1900,1905,0.0026246719160104987,0,-0.004352973830724027,0.01622802902469536,0.9463157894736842,0.49577416761135057,0.012461013165519896,0.02069376800171653,0.9478947368421052,0.5563498887796261,-0.006203958790561792,0.020688385826158825,0.9252631578947368,0.5445814162247897,-0.004860668614455221,0.019728401431871836,0.9426315789473684,0.5411050797315528,0
97,6,0.4,0.4,0,0.4,0.4,0.4,0.2,effect,0.4,1900,2669,0.28812289246908956,0.15736842105263157,-8.439647016050267e-4,0.0067755032753233175,0.9505263157894737,0.31695032203008366,0.005250600906870351,0.008692333836131164,0.9468421052631579,0.36319354903687767,-1.867641756322369e-4,0.008745835196241114,0.9515789473684211,0.39796548772314927,0.0010249496429480809,0.008369256913951026,0.9431578947368421,0.35123840773313475,0
98,12,0.4,0.4,0,0.4,0.4,0.4,0.2,effect,0.4,1900,2037,0.06725576828669612,0,0.0018823960554730235,0.00332260990304156,0.9442105263157895,0.22403987453442611,0.004238054177459594,0.0045542473781435945,0.9473684210526315,0.25569683866550297,-8.483172204973299e-4,0.004579799652282084,0.9531578947368421,0.2730490410613363,-1.1648306108574813e-4,0.004381872157927866,0.9363157894736842,0.2473581982093282,0
99,25,0.4,0.4,0,0.4,0.4,0.4,0.2,effect,0.4,1900,1914,0.0073145245559038665,0,-1.059623468770976e-4,0.001581847382108805,0.9478947368421052,0.155110573600474,0.002919068923231072,0.001924948015095671,0.9547368421052631,0.17439121713490816,-0.0012684278951037298,0.0019295632533075722,0.9573684210526315,0.18311284943273085,-6.351267079987566e-4,0.0018795045447593428,0.9510526315789474,0.1694929698864181,0
100,6,0.4,0.4,0.02,0.4,0.4,0.4,0.2,effect,0.4,1900,2676,0.28998505231689087,0.15368421052631578,-1.614459786331013e-5,0.010382100903237814,0.9484210526315789,0.39019085133183545,0.006285844377497352,0.013779101045125756,0.9473684210526315,0.4466441562395379,-0.001388557200965368,0.013802638147380813,0.921578947368421,0.4506369628968645,2.961436651400806e-4,0.013143317980141307,0.9436842105263158,0.4321207344762315,0
101,12,0.4,0.4,0.02,0.4,0.4,0.4,0.2,effect,0.4,1900,2034,0.06588003933136677,0,0.0013539902753550992,0.004939152247605128,0.9478947368421052,0.2757399080142865,0.006046982506815457,0.006431476360565877,0.9552631578947368,0.31333360032553786,-1.2173356281697245e-4,0.006413966289337493,0.9410526315789474,0.3076888690326441,-1.8621934002649443e-5,0.00618660892414995,0.9463157894736842,0.3035147149652274,0
102,25,0.4,0.4,0.02,0.4,0.4,0.4,0.2,effect,0.4,1900,1906,0.0031479538300104933,0,-0.0010941094554520747,0.002445938476333898,0.9378947368421052,0.19113405362662206,0.0034990167127211813,0.0031035244689756234,0.9442105263157895,0.21469626158514402,-0.0020472387831567684,0.0031286737494004976,0.9321052631578948,0.21054379405255644,-0.001984372784599342,0.003010242745795797,0.94,0.2088567428866179,0
103,6,0.4,0.4,0.06,0.4,0.4,0.4,0.2,effect,0.4,1900,2671,0.288655934107076,0.17157894736842105,-0.0029479417837987576,0.01669074291678356,0.9547368421052631,0.5053164575978614,0.006180758743577985,0.020823153781386376,0.9536842105263158,0.5773001932060107,-0.004968442137192108,0.021069227379389613,0.9031578947368422,0.5507742499229467,-0.004153980661632695,0.020109303528384085,0.9526315789473684,0.5586361747139461,0
104,12,0.4,0.4,0.06,0.4,0.4,0.4,0.2,effect,0.4,1900,2023,0.060800790904597134,0,7.054525588033878e-4,0.007862457605964858,0.9531578947368421,0.357250334706277,0.008544441921330304,0.010515846799113335,0.9557894736842105,0.40571741843898573,-0.0016189271171504482,0.010562103662926158,0.92,0.3889600291096535,-4.93529639940482e-4,0.009943073039973294,0.9557894736842105,0.3929495975191854,0
105,25,0.4,0.4,0.06,0.4,0.4,0.4,0.2,effect,0.4,1900,1906,0.0031479538300104933,0,1.5091364494551618e-4,0.0039880127273926045,0.9452631578947368,0.24747498770452936,0.00834039637611711,0.004944925753380473,0.9510526315789474,0.2774285353128376,-8.480985350389214e-4,0.004921498731238171,0.9321052631578948,0.2703487985002168,-6.488008027271674e-4,0.004754789417643697,0.9478947368421052,0.27001697943903125,0
106,6,0.4,0.4,0.36,0.4,0.4,0.4,0.2,effect,0.4,1900,2674,0.2894540014958863,0.15526315789473685,-0.004178896023442624,0.06880616473081093,0.9473684210526315,1.0119954540697709,0.02859496701429659,0.09100253544660064,0.9436842105263158,1.1588235035869174,-0.015632227207284077,0.09245047398422977,0.8710526315789474,1.0686862075553945,-0.012721639511528049,0.08665544781455353,0.9378947368421052,1.1207388207456497,0
107,12,0.4,0.4,0.36,0.4,0.4,0.4,0.2,effect,0.4,1900,2018,0.05847373637264618,0,-0.0012565925658154509,0.0327053637990064,0.9494736842105264,0.7155593965304979,0.0344613801903938,0.044132029584495136,0.9505263157894737,0.8160447814245608,-0.007882204577524865,0.044428885401729644,0.9178947368421052,0.7817448776410744,-0.0069660542822574945,0.04161203928922521,0.9447368421052632,0.7892633150597312,0
108,25,0.4,0.4,0.36,0.4,0.4,0.4,0.2,effect,0.4,1900,1908,0.0041928721174004195,0,0.003434711334937779,0.01590098297175203,0.9494736842105264,0.4958017682358828,0.03608435601209159,0.021222385711326685,0.9452631578947368,0.557100442321975,-6.555331775642825e-4,0.020481574603187842,0.9278947368421052,0.5397824089570638,-4.1328437686855013e-4,0.019266388581452566,0.9521052631578948,0.541228653899914,0
109,6,0.4,0.4,0,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,2673,0.289188178077067,0.15526315789473685,0.0018013143265904752,0.00606564589749307,0.9626315789473684,0.3167395033791197,0.006666045999262515,0.008354366053335473,0.9563157894736842,0.3633451523919512,-0.0016336926954204634,0.008366928462516628,0.9631578947368421,0.399069673520418,3.3361047987817694e-4,0.007995696579052875,0.9531578947368421,0.35134361525586016,0
110,12,0.4,0.4,0,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,2040,0.06862745098039216,0,0.0017272447795902424,0.0032007357208103876,0.9494736842105264,0.22396007385414698,0.007823876436173882,0.0041113292800587006,0.9515789473684211,0.254557740748541,4.6695264953766635e-4,0.004081229748489456,0.9578947368421052,0.27235811277651994,0.0017714643728493629,0.003943520561095872,0.9478947368421052,0.24652907240984914,0
111,25,0.4,0.4,0,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,1907,0.0036706869428421605,0,6.543036454804141e-4,0.0015830464358193733,0.9457894736842105,0.15506687186345944,0.0061848161435567595,0.0020886003529056994,0.9436842105263158,0.17433411068902863,8.107768738024879e-5,0.002071908021912697,0.9536842105263158,0.18230839479714042,6.082018457079785e-4,0.001990001119364809,0.9421052631578948,0.1695115727307263,0
112,6,0.4,0.4,0.02,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,2617,0.27397783721818875,0.16421052631578947,1.3998273973747644e-5,0.01008579722011563,0.9452631578947368,0.39063732288544945,0.006475821067285226,0.013843747043749285,0.9415789473684211,0.44639224044025877,-0.00415196468048501,0.013843462774522149,0.9221052631578948,0.4470289250702487,-0.0023641747128679835,0.013206120719261598,0.9347368421052632,0.4316792451460938,0
113,12,0.4,0.4,0.02,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,2048,0.072265625,0,7.116335440368604e-4,0.004929804758757189,0.9531578947368421,0.27580116821434675,0.007788124034220689,0.006353971179304783,0.9505263157894737,0.31414904307622943,-0.001822838427342821,0.006340730244858991,0.9405263157894737,0.30756718758357154,-0.0015608240285980846,0.006067295674815896,0.9510526315789474,0.3041082866921035,0
114,25,0.4,0.4,0.02,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,1905,0.0026246719160104987,0,9.1817836553576e-4,0.0022881465337633725,0.9510526315789474,0.19114112825852125,0.007610666365828911,0.0029604291660239052,0.9494736842105264,0.21486708639822769,-7.069352380218996e-4,0.0029697251429181425,0.9378947368421052,0.2095724833651509,-6.626150498045824e-4,0.0028180227878518336,0.9484210526315789,0.20886737065077174,0
115,6,0.4,0.4,0.06,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,2637,0.279484262419416,0.15210526315789474,-0.0038611774666696963,0.015399346893586286,0.9615789473684211,0.5055461266375568,0.008816926963909011,0.02122845547185932,0.9531578947368421,0.5789514612701746,-0.008067434006877039,0.02144041495633637,0.9031578947368422,0.5518784819441285,-0.0065129333817769974,0.02053475808813869,0.9489473684210527,0.5599607308805061,0
116,12,0.4,0.4,0.06,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,2043,0.06999510523739598,5.263157894736842e-4,-9.795848476134572e-4,0.007879487084288865,0.9578947368421052,0.35727999218350803,0.014207451087727252,0.010477615416980186,0.9510526315789474,0.4064651647532583,-0.0013960761369301578,0.01034686479300934,0.9168421052631579,0.3907402355411578,-0.0013993870153125032,0.009905806633690192,0.9542105263157895,0.3933535833822873,0
117,25,0.4,0.4,0.06,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,1910,0.005235602094240838,0,0.002532366570498046,0.00417732731335565,0.9405263157894737,0.24747612171852756,0.014549296979745663,0.005425946680913916,0.9436842105263158,0.2781144362458343,4.0587336312392086e-4,0.005313852224594384,0.9294736842105263,0.27221953660328907,4.976350239765948e-4,0.005116543195398703,0.9389473684210526,0.27030668700990246,0
118,6,0.4,0.4,0.36,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,2659,0.28544565626175256,0.16631578947368422,-0.007523612127963042,0.06556749145297099,0.9521052631578948,1.0121128763810374,0.055429277623246453,0.08920631597260237,0.9436842105263158,1.1598001358194034,-0.006230742074495088,0.0884625897589034,0.868421052631579,1.0409428475311457,-0.00907703509733504,0.08364411008926158,0.9431578947368421,1.120404715966542,0
119,12,0.4,0.4,0.36,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,2028,0.0631163708086785,0,0.003192439499351052,0.032271016772298045,0.9578947368421052,0.7156085401391622,0.05153629992831166,0.04535316325896668,0.9526315789473684,0.8172250504634224,-0.011034635890620703,0.046136995791277925,0.9131578947368421,0.7745458387784564,-0.010026048510117513,0.042702867439827666,0.9515789473684211,0.7892370401021427,0
120,25,0.4,0.4,0.36,0.4,0.4,0.6000000000000001,0.2,effect,0.6000000000000001,1900,1908,0.0041928721174004195,0,0.00645334072420084,0.016269195653384434,0.9457894736842105,0.49579584111978225,0.05431620153376726,0.02271012988470191,0.9373684210526316,0.558170096184353,-4.367373026832322e-4,0.02107830318629866,0.9242105263157895,0.5367545189589847,-3.200712138488049e-4,0.019787481224186988,0.9473684210526315,0.5408447006396964,0
121,6,0.4,0.4,0,0.4,0.4,0.8,0.2,effect,0.8,1900,2658,0.28517682468021066,0.16105263157894736,-0.004296338921811138,0.0070213507289722515,0.9436842105263158,0.31725903874086425,0.004924786745815257,0.009311952227664306,0.9442105263157895,0.36314866065881085,-0.006018416290423156,0.009416459781807038,0.9521052631578948,0.3989938669362513,-0.0038397632596761655,0.00897412753883478,0.9378947368421052,0.3512055828735308,0
122,12,0.4,0.4,0,0.4,0.4,0.8,0.2,effect,0.8,1900,2035,0.06633906633906633,0,-0.0051546575757439594,0.0031636922731072027,0.9478947368421052,0.22403478810868,0.00201529357465563,0.004137109992966772,0.9542105263157895,0.255541009450546,-0.007802309120995554,0.00430788824092498,0.9589473684210527,0.27244136839096494,-0.005601503332447022,0.004012310813271485,0.9484210526315789,0.24721058661225906,0
123,25,0.4,0.4,0,0.4,0.4,0.8,0.2,effect,0.8,1900,1904,0.0021008403361344537,0,-1.93647649284312e-4,0.001542669211472636,0.9531578947368421,0.15505802997674722,0.0053084941786694095,0.0019519513324169663,0.95,0.17457313242652955,-0.003066970384158929,0.0019521435498179572,0.9594736842105264,0.18209256028315543,-0.0016920621542860226,0.0018778823683205327,0.9484210526315789,0.16964692542260035,0
124,6,0.4,0.4,0.02,0.4,0.4,0.8,0.2,effect,0.8,1900,2691,0.2939427722036418,0.15263157894736842,-9.379222356096228e-4,0.009561317596184869,0.9505263157894737,0.39053993332988146,0.011602696206610086,0.012668917265522201,0.95,0.4467727497181467,-0.0023518985672650317,0.01270783271565414,0.9357894736842105,0.4460322503377212,-5.945757941585583e-4,0.012140444156865512,0.9457894736842105,0.43214524595143905,0
125,12,0.4,0.4,0.02,0.4,0.4,0.8,0.2,effect,0.8,1900,2027,0.06265416872224963,0,0.001951645587726425,0.00539869008164703,0.9394736842105263,0.2759272366082444,0.012350285519357851,0.007092933899858223,0.9378947368421052,0.3142297182513596,-5.935657008275252e-4,0.00707931789737613,0.9247368421052632,0.3104185030640206,-1.973514485270611e-4,0.006685285014407127,0.9384210526315789,0.30384940500285357,0
126,25,0.4,0.4,0.02,0.4,0.4,0.8,0.2,effect,0.8,1900,1909,0.004714510214772132,0,-0.002409917731319655,0.0023479742356036395,0.9489473684210527,0.19116391569148938,0.007249736322145317,0.003077598232616071,0.9489473684210527,0.21505677821421398,-0.004204024399707684,0.0030492210167878675,0.9321052631578948,0.21147085244316718,-0.003708734334376129,0.0029535747324029695,0.9442105263157895,0.20892537766381974,0
127,6,0.4,0.4,0.06,0.4,0.4,0.8,0.2,effect,0.8,1900,2683,0.29183749534103615,0.15526315789473685,-0.004771782237521616,0.0158035289662148,0.9563157894736842,0.5053219464207181,0.013924999143259176,0.02109130133052077,0.9531578947368421,0.5795807323703022,-0.00896060001650023,0.021694906289377362,0.9042105263157895,0.5516222228493897,-0.007685477394778484,0.020307610270627025,0.9489473684210527,0.5599271552313972,0
128,12,0.4,0.4,0.06,0.4,0.4,0.8,0.2,effect,0.8,1900,2035,0.06633906633906633,0,-0.0041347285514289345,0.008398282926952065,0.9542105263157895,0.3572493372365,0.014331792414078448,0.011405494116449593,0.9457894736842105,0.40721834134829016,-0.006651655215846319,0.011642431252223352,0.911578947368421,0.3906463831894312,-0.006585207888393785,0.0108319682614907,0.9436842105263158,0.3938316120278746,0
129,25,0.4,0.4,0.06,0.4,0.4,0.8,0.2,effect,0.8,1900,1905,0.0026246719160104987,0,-0.0013445391710420473,0.003999460220177261,0.9552631578947368,0.24750262640628232,0.015040580534323278,0.005359640013814768,0.9442105263157895,0.27821454450312977,-0.0035857137257850336,0.005222809411762652,0.9247368421052632,0.2706565116919903,-0.00351316144071534,0.005021304362681236,0.9484210526315789,0.2702728420766454,0
130,6,0.4,0.4,0.36,0.4,0.4,0.8,0.2,effect,0.8,1900,2615,0.2734225621414914,0.18105263157894738,-0.011139972596285797,0.06298690228565745,0.9552631578947368,1.0119936578619637,0.06266978958416808,0.08495158540918538,0.9510526315789474,1.1584933560521462,-0.020802281524168853,0.08632799156120557,0.8773684210526316,1.0541841490599835,-0.024189518679651967,0.08013831314307206,0.9505263157894737,1.1187562544622256,0
131,12,0.4,0.4,0.36,0.4,0.4,0.8,0.2,effect,0.8,1900,2006,0.05284147557328016,0,0.0031815185585239436,0.03323915759325542,0.9536842105263158,0.7155809280323585,0.07119644060592045,0.047743353035443054,0.9405263157894737,0.8162812745416287,-0.007664488108624745,0.04628864344389745,0.8931578947368422,0.7559185168510614,-0.010395562659089752,0.04270974193236062,0.9410526315789474,0.7869545481930995,0
132,25,0.4,0.4,0.36,0.4,0.4,0.8,0.2,effect,0.8,1900,1911,0.0057561486132914706,0,0.0028555458703253267,0.01607507013715181,0.9478947368421052,0.4957692580632648,0.06918832756731164,0.024067300832180765,0.9247368421052632,0.560323050349306,-0.004727148942054282,0.02144840074565754,0.9189473684210526,0.5290433091050323,-0.005768743354194472,0.020174262178786543,0.95,0.5399101403631248,0
