scenario_idx,K,theta_1,theta_2,tau2_val,rho_b,rho_w,delta_sim,p1,select_type,delta_est,N_Successful,N_Attempts,Failure_Rate,Avg_Redraws,Bias_Full,MSE_Full,Coverage_Full,CI_Width_Full,Bias_Naive_Biv,MSE_Naive_Biv,Coverage_Naive_Biv,CI_Width_Naive_Biv,Bias_Adj_Uni,MSE_Adj_Uni,Coverage_Adj_Uni,CI_Width_Adj_Uni,Bias_Adj_Biv,MSE_Adj_Biv,Coverage_Adj_Biv,CI_Width_Adj_Biv,Fail_Rate_Biv
57,25,0.4,0.4,0.06,0.4,0.4,0.8,0.2,zscore,0.8,1900,1918,0.009384775808133473,0,0.003841032796222499,0.0038981524701365584,0.9552631578947368,0.24753286095026492,0.061421211348362315,0.007942794581489106,0.8752631578947369,0.27337744840291195,0.007668033430860199,0.004799385054191096,0.9021052631578947,0.23662048113456582,-0.0010768134405159113,0.004663530611382575,0.9389473684210526,0.25530371837879373,0
58,6,0.4,0.4,0.36,0.4,0.4,0.8,0.2,zscore,0.8,1900,2604,0.27035330261136714,0.15578947368421053,-0.015214507538959199,0.04988110173812829,0.9789473684210527,1.0119049729149436,0.1944855425466957,0.10036684736735209,0.9331578947368421,1.1618652910262768,-0.030066380593788244,0.07709226747763528,0.8294736842105264,0.8284746503834217,-0.11785987879685067,0.08909497486787567,0.9231578947368421,1.0454920657487672,0
59,12,0.4,0.4,0.36,0.4,0.4,0.8,0.2,zscore,0.8,1900,2024,0.06126482213438735,0,-0.010033010529345854,0.030856779018635178,0.9573684210526315,0.7156003364316358,0.19299315936407713,0.06754574076392929,0.8942105263157895,0.8202547522794834,0.012536737366026673,0.036315991795928974,0.8621052631578947,0.5999402055632418,-0.04890295407862849,0.04216242507448963,0.9157894736842105,0.7253248091060561,0
60,25,0.4,0.4,0.36,0.4,0.4,0.8,0.2,zscore,0.8,1900,1902,0.0010515247108307045,0,-0.003567132340932866,0.015155527400423759,0.9547368421052631,0.4957859432381783,0.18733491020419513,0.049883355765889044,0.7863157894736842,0.5612840954070847,0.05438118570255157,0.018667015181839726,0.858421052631579,0.413875886646602,0.009123816465210377,0.01678011954311269,0.9478947368421052,0.49797289962622504,0
61,6,0.4,0.4,0,0.4,0.4,1,0.2,zscore,1,1900,2517,0.24513309495431068,0.22105263157894736,5.784629674503994e-4,0.00562775596165344,0.9689473684210527,0.3171109979283119,0.04194948207006971,0.00926772142208846,0.9452631578947368,0.3649753554104752,-0.024675786175748227,0.009432209829332683,0.9610526315789474,0.3848781033924577,-0.011452202662960986,0.007796814426100704,0.9536842105263158,0.34947923688281096,0
62,12,0.4,0.4,0,0.4,0.4,1,0.2,zscore,1,1900,1983,0.041855774079677256,0,-0.002482447835516599,0.0031027668749639774,0.9615789473684211,0.22395942800596697,0.03905878154773368,0.0053380015185530835,0.9236842105263158,0.2598929069659627,-0.018957764779231057,0.005170014580308752,0.9268421052631579,0.2561922031202199,-0.01353959924014636,0.004497141037257121,0.9305263157894736,0.24200500789822743,0
63,25,0.4,0.4,0,0.4,0.4,1,0.2,zscore,1,1900,1905,0.0026246719160104987,0,3.9658106028039875e-4,0.0015521949691243864,0.9515789473684211,0.1551260177801658,0.04036437550126254,0.003464273819516156,0.8689473684210526,0.1778815326034659,-0.006124937920614026,0.0021241475663112755,0.9284210526315789,0.16818308594179032,-0.004508820076675302,0.002057357833655483,0.9294736842105263,0.1627925426196187,0
64,6,0.4,0.4,0.02,0.4,0.4,1,0.2,zscore,1,1900,2652,0.28355957767722473,0.15263157894736842,-0.0026274379187871677,0.00921870516667053,0.9594736842105264,0.3903647892736606,0.05370071770117768,0.014594564420184404,0.9394736842105263,0.44643883875430046,-0.021864921479890442,0.013869269932009128,0.9121052631578948,0.41782411206966846,-0.020169147381197905,0.012789332219887038,0.9431578947368421,0.4251453358198957,0
65,12,0.4,0.4,0.02,0.4,0.4,1,0.2,zscore,1,1900,2047,0.0718124084025403,0,-0.006256371838070152,0.005181549980749342,0.9515789473684211,0.27590315646743413,0.04598580573825739,0.007771791812756504,0.9236842105263158,0.3143275628214008,-0.014519109646800588,0.007184254938756204,0.8968421052631579,0.27814444493074636,-0.02021290219264449,0.007201566330680222,0.921578947368421,0.2925619093130787,0
66,25,0.4,0.4,0.02,0.4,0.4,1,0.2,zscore,1,1900,1903,0.0015764582238570678,0,0.0015788167260472608,0.0024468224559617904,0.9436842105263158,0.1911458450769733,0.05039521142242781,0.005067046644854263,0.8721052631578947,0.21415242906179682,0.004110072863090564,0.0030086066693748143,0.9031578947368422,0.18442361082431621,-0.0027950838975652204,0.002897904870072628,0.9273684210526316,0.19757863748638976,0
67,6,0.4,0.4,0.06,0.4,0.4,1,0.2,zscore,1,1900,2858,0.3351994401679496,0.12526315789473685,-0.014047757600770094,0.013825184951545963,0.9647368421052631,0.5055018786805239,0.07047216804760986,0.02228959642053372,0.9542105263157895,0.577526710962089,-0.030938992475906146,0.02231433292818229,0.8889473684210526,0.4891955191704771,-0.04904464927236224,0.02205151903442552,0.9331578947368421,0.5423464909946042,0
